hello;Glad I could help you!
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
hello;Glad I could help you!
what can you do;"<p>I'm glad you asked that. I was programmed to help you write great argumentative texts by providing you with sentiment analysis. &#128522;</p> <p> Depending on the desired writing style, it is important to keep the overall mood of your essay in mind. You can learn more about this in the theory. <p> Often students simply forget to consciously use positive/negative or subjective elements in their essays. Your essay can become too one-sided by being too positive or negative, or it can become too subjective or objective. I help you to keep track of both areas and thus build a good and balanced argument structure so that you can achieve your desired goal! &#128521; </p> <button class=""chatSuggest"" onclick=""chatSuggest('What else can you do?');"">What else can you do?</button> <h4> Theory </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Could we look at the theory?');"">Could we look at the theory?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
StartGPT;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>Currently, you are using embedded chatGPT dialogue. It is experimental option. This option works as pure conversation model... just ask questions like with human Feel free to switch between chatbots. &#128515; </p>"
hello;"<p>Hello! How can I assist you today?</p><h4> Some suggestions for theory </h4><button class =""chatSuggest"" onclick=""chatSuggest('What is polarity and how can I improve it?');"">What is polarity and how can I improve it?</button><button class =""chatSuggest"" onclick=""chatSuggest('What is subjectivity/objectivity and how can I improve it?');"">What is subjectivity/objectivity and how can I improve it?</button><h4> Evaluation </h4><button class =""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
hello;Glad I could help you!
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
hello;Hello, how can I help you?
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
hello;Hello, how can I help you?
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
how can you help me, writing tutor?;"<p>I'm glad you asked that. I was programmed to help you write persuasive arguments by providing you with an analysis of your arguments. &#128522;</p> <p>Depending on the type of text you want, it is important to adjust the basic mood of your essay accordingly. You can learn more about this in the theory section. <p> I will help you to keep these aspects in mind and thus build a good and balanced argument structure. &#128521; </p> <button class=""chatSuggest"" onclick=""chatSuggest('How else can you help me?');""> How else can you help me?</button> <h4> Theory </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Could we look at the theory?');"">Could we look at the theory?</button>"
hellp;I am a bot, as long as I have power I am fine :-D
hello;Hello, how can I help you?
name';I am a bot, as long as I have power I am fine :-D
could we look at the theory?;"<p>Of course we can take a closer look at the theory! What do you want to investigate first? &#129299;</p> <p>If you have questions about how to make your essays more persuasive, or if you want to learn more about argumentation in general, you've come to the right place!</p> <h4>Theoretical overview</h4> <button class=""chatSuggest"" onclick=""chatSuggest('What is an argumentation?');"">What is an argumentation?</button> <button class=""chatSuggest"" onclick=""chatSuggest('What is strength of opinion and how can I improve it?');"">What is strength of opinion and how can I improve it?</button> <button class=""chatSuggest"" onclick=""chatSuggest('What is objectivity and how can I improve it?');"">What is objectivity and how can I improve it?</button> <button class=""chatSuggest"" onclick=""chatSuggest('How can I learn argumentation skills?');"">How can I learn argumentation skills?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
start evaluation process;"<p>I would like to briefly explain how WritingTutor analyses your essay and argumentation skills. </p> <p>To analyse and score your essay, you need to type the whole essay into the text box that appears when you click on ''Open text box''. <p>Your task: <i> Your friend wants to go to the USA for a year. However, he has some concerns about this. </i> </p> <p><b>Please write a text of 250 to 300 words about the advantages and disadvantages of a year abroad. </b></p>
<p>  Please ensure that your final essay is entered in full in the text box. This is important so that you get a complete analysis of the whole essay. If you only analyse a few paragraphs, you will get an incomplete overview of your essay. After you have received the results, you can improve your essay according to the results. If you need help in certain areas, I am happy to help you. &#128522; </p>
<h4> Some suggestions for theory </h4> <button class=""chatSuggest"" onclick=""chatSuggest('What is polarity and how can I improve it?');"">What is polarity and how can I improve it?</button> <button class=""chatSuggest"" onclick=""chatSuggest('What is subjectivity/objectivity and how can I improve it?');"">What is subjectivity/objectivity and how can I improve it?</button>
<h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""displayELEA('5001/');return false;"">Open the textfield</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
StartGPT;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>Currently, you are using embedded chatGPT dialogue. It is experimental option. This option works as pure conversation model... just ask questions like with human Feel free to switch between chatbots. &#128515; </p>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
what can we do;"<p>I'm glad you asked that. I was programmed to help you write great argumentative texts by providing you with sentiment analysis. &#128522;</p> <p> Depending on the desired writing style, it is important to keep the overall mood of your essay in mind. You can learn more about this in the theory. <p> Often students simply forget to consciously use positive/negative or subjective elements in their essays. Your essay can become too one-sided by being too positive or negative, or it can become too subjective or objective. I help you to keep track of both areas and thus build a good and balanced argument structure so that you can achieve your desired goal! &#128521; </p> <button class=""chatSuggest"" onclick=""chatSuggest('What else can you do?');"">What else can you do?</button> <h4> Theory </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Could we look at the theory?');"">Could we look at the theory?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
StartGPT;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>Currently, you are using embedded chatGPT dialogue. It is experimental option. This option works as pure conversation model... just ask questions like with human Feel free to switch between chatbots. &#128515; </p>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
StartGPT;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>Currently, you are using embedded chatGPT dialogue. It is experimental option. This option works as pure conversation model... just ask questions like with human Feel free to switch between chatbots. &#128515; </p>"
what can you do?;"<p>As an AI language model, I can provide guidance and feedback on your argumentative essay. You can share your essay with me and I can help you identify the strengths and weaknesses of your argument, suggest ways to improve your writing, and provide tips for organizing and structuring your essay effectively. Additionally, I can highlight important terms in the HTML code of your essay to help you understand which words or phrases are most significant in conveying your argument.</p><h4> Some suggestions for theory </h4><button class =""chatSuggest"" onclick=""chatSuggest('What is polarity and how can I improve it?');"">What is polarity and how can I improve it?</button><button class =""chatSuggest"" onclick=""chatSuggest('What is subjectivity/objectivity and how can I improve it?');"">What is subjectivity/objectivity and how can I improve it?</button><h4> Evaluation </h4><button class =""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
what is polarity and how can i improve it?;"<p>Polarity refers to the sentiment or emotional tone of your argumentative essay. It can be positive, negative, or neutral. To improve the polarity of your essay, you should focus on using strong and persuasive language that supports your argument.

Here are some tips to improve the polarity of your essay:

1. Use strong and vivid language: Avoid using weak or vague words that do not convey a clear message. Instead, use powerful verbs and adjectives that create a strong emotional response in your readers.

2. Use rhetorical devices: Rhetorical devices such as metaphors, similes, and analogies can help you make your argument more persuasive by creating a vivid image in the minds of your readers.

3. Provide evidence: Use facts, statistics, and examples to support your argument. This will not only strengthen the polarity of your essay but also make it more convincing.

4. Address counterarguments: Acknowledge opposing viewpoints and provide counterarguments to show why your position is stronger.

5. Use a confident tone: Write with confidence and conviction to show that you believe in your argument. This will help you persuade your readers to agree with you.

By following these tips, you can improve the polarity of your argumentative essay and make it more persuasive and effective.</p><h4> Some suggestions for theory </h4><button class =""chatSuggest"" onclick=""chatSuggest('What is polarity and how can I improve it?');"">What is polarity and how can I improve it?</button><button class =""chatSuggest"" onclick=""chatSuggest('What is subjectivity/objectivity and how can I improve it?');"">What is subjectivity/objectivity and how can I improve it?</button><h4> Evaluation </h4><button class =""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
Introduction;"<p>Hello, I am WritingTutor. I will help you to make your argumentative texts even more convincing.</p> <p>For this purpose, we will look at some theoretical basics together. At the same time, I want to raise your awareness of the power of opinion and objectivity in your texts. I will explain what I mean by this. Finally, you will apply what you have learned so that I can give you feedback on your argumentation. I will analyse your text in terms of strength of opinion and objectivity. The results of my analysis and my theoretical inputs will hopefully help you to write even more convincing arguments! </p> <p>I am still in training, but I will do my best to help you! Try using the buttons to navigate through the learning environment. &#128515; </p> <h4> Learning </h4> <button class=""chatSuggest"" onclick=""chatSuggest('I would like to learn more about the importance of the argumentation');"">I would like to learn more about the importance of the argumentation</button> <h4> More information </h4> <button class=""chatSuggest"" onclick=""chatSuggest('How can you help me, Writing Tutor?');"">How can you help me, Writing Tutor?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
i would like to learn more about the importance of the argumentation;"<p>Very good! What do you want to deal with first? &#129299;</p> <p>If you have questions about how to make your writing more persuasive, or if you want to learn more about argumentation in general, you've come to the right place!</p> <h4>Theoretical overview</h4> <button class=""chatSuggest"" onclick=""chatSuggest('What is an argumentation?');"">What is an argumentation?</button> <button class=""chatSuggest"" onclick=""chatSuggest('What is strength of opinion and how can I improve it??');"">What is strength of opinion and how can I improve it?</button> <button class=""chatSuggest"" onclick=""chatSuggest('What is objectivity and how can I improve it?');"">What is objectivity and how can I improve it?</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
what is an argumentation?;"<p>The argumentation consists of a sequence of statements in which you support your thesis (assertion) with arguments (reasons) and evidence (e.g. provable facts).  &#128107;</p> <p>There are really great videos to learn a lot from. Here is one of my favourites so far:</p> <h4>Learning material</h4> <button class=""chatSuggest"" onclick=""playVideo('FBsNc_Cga9s');return false;"">Video: Types of arguments </button> <h4>More Details</h4> <button class=""chatSuggest"" onclick=""chatSuggest('Could you be more specific about the structure of arguments??');"">Structure of the arguments</button> <h4>Theoretical overview</h4> <button class=""chatSuggest"" onclick=""chatSuggest('I want to learn more about the importance of the basic mood in my argumentation');"">Back</button> <h4> Evaluation </h4> <button class=""chatSuggest"" onclick=""chatSuggest('Start evaluation process');"">Are you ready? Start evaluation</button>"
